PERMNO,date,RET
3,2013-03-31,0.002855
3,2013-04-30,0.000271
3,2013-05-31,0.022596
3,2013-06-30,-0.118303
3,2013-07-31,0.141225
3,2013-08-31,0.083389
3,2013-09-30,-0.021481
3,2013-10-31,0.096386
3,2013-11-30,0.069673
3,2013-12-31,0.008902
3,2014-01-31,-0.107697
3,2014-02-28,0.057311
3,2014-03-31,0.019953
3,2014-04-30,0.099396
3,2014-05-31,0.078293
3,2014-06-30,0.027662
3,2014-07-31,0.028731
3,2014-08-31,0.077092
3,2014-09-30,-0.017073
3,2014-10-31,0.07196
3,2014-11-30,0.105556
3,2014-12-31,-0.071891
3,2015-01-31,0.061424
3,2015-02-28,0.100461
3,2015-03-31,-0.031372
3,2015-04-30,0.005786
3,2015-05-31,0.045146
3,2015-06-30,-0.037266
3,2015-07-31,-0.032888
3,2015-08-31,-0.066117
3,2015-09-30,-0.021816
3,2015-10-31,0.083409
3,2015-11-30,-0.00569
3,2015-12-31,-0.110228
3,2016-01-31,-0.075242
3,2016-02-29,-0.001335
3,2016-03-31,0.127211
3,2016-04-30,-0.139921
3,2016-05-31,0.071368
3,2016-06-30,-0.04266
3,2016-07-31,0.090063
3,2016-08-31,0.023606
3,2016-09-30,0.065504
3,2016-10-31,0.004334
3,2016-11-30,-0.021578
3,2016-12-31,0.047955
3,2017-01-31,0.047746
3,2017-02-28,0.133581
3,2017-03-31,0.04869
3,2017-04-30,-7e-05
3,2017-05-31,0.067804
3,2017-06-30,-0.057214
3,2017-07-31,0.032704
3,2017-08-31,0.106905
3,2017-09-30,-0.060244
3,2017-10-31,0.096808
3,2017-11-30,0.02035
3,2017-12-31,-0.015246
3,2018-01-31,-0.010636
3,2018-02-28,0.06761
3,2018-03-31,-0.058051
3,2018-04-30,-0.01502
3,2018-05-31,0.135181
3,2018-06-30,-0.009418
3,2018-07-31,0.027983
3,2018-08-31,0.200063
3,2018-09-30,-0.008303
3,2018-10-31,-0.030478
3,2018-11-30,-0.180709
3,2018-12-31,-0.116698
3,2019-01-31,0.055154
3,2019-02-28,0.044701
3,2019-03-31,0.097026
3,2019-04-30,0.056436
3,2019-05-31,-0.123735
3,2019-06-30,0.130519
3,2019-07-31,0.076394
3,2019-08-31,-0.01657
3,2019-09-30,0.072962
3,2019-10-31,0.110684
3,2019-11-30,0.077424
3,2019-12-31,0.098784
3,2020-01-31,0.05401
3,2020-02-29,-0.11431
3,2020-03-31,-0.069761
3,2020-04-30,0.155374
3,2020-05-31,0.084956
3,2020-06-30,0.147386
3,2020-07-31,0.165132
3,2020-08-31,0.216309
3,2020-09-30,-0.102526
3,2020-10-31,-0.060012
3,2020-11-30,0.09549
3,2020-12-31,0.114574
3,2021-01-31,-0.005502
3,2021-02-28,-0.079532
3,2021-03-31,0.00734
3,2021-04-30,0.076218
3,2021-05-31,-0.050434
3,2021-06-30,0.099109
3,2021-07-31,0.064982
3,2021-08-31,0.042438
3,2021-09-30,-0.068037
3,2021-10-31,0.058657
3,2021-11-30,0.10494
3,2021-12-31,0.074229
4,1991-12-31,0.130112
4,1992-01-31,0.144737
4,1992-02-29,-0.066839
4,1992-03-31,-0.015432
4,1992-04-30,0.112853
4,1992-05-31,0.058592
4,1992-06-30,-0.018667
4,1992-07-31,-0.046196
4,1992-08-31,-0.02906
4,1992-09-30,0.044118
4,1992-10-31,0.033803
4,1992-11-30,0.0703
4,1992-12-31,-0.005102
4,1993-01-31,-0.002564
4,1993-02-28,0.043188
4,1993-03-31,0.044444
4,1993-04-30,-0.089835
4,1993-05-31,0.033766
4,1993-06-30,-0.010402
4,1993-07-31,0.048346
4,1993-08-31,0.045777
4,1993-09-30,-0.034884
4,1993-10-31,0.110843
4,1993-11-30,0.019219
4,1993-12-31,-0.027719
4,1994-01-31,0.065789
4,1994-02-28,-0.000288
4,1994-03-31,-0.061856
4,1994-04-30,0.054945
4,1994-05-31,0.033333
4,1994-06-30,-0.066613
4,1994-07-31,-0.060606
4,1994-08-31,0.043687
4,1994-09-30,-0.066372
4,1994-10-31,0.094787
4,1994-11-30,-0.015238
4,1994-12-31,0.030837
4,1995-01-31,0.115385
4,1995-02-28,0.020996
4,1995-03-31,0.026316
4,1995-04-30,0.025641
4,1995-05-31,0.084071
4,1995-06-30,0.033003
4,1995-07-31,-0.01278
4,1995-08-31,-0.053269
4,1995-09-30,0.047945
4,1995-10-31,0.071895
4,1995-11-30,0.090061
4,1995-12-31,0.011204
4,1996-01-31,0.113573
4,1996-02-29,-0.003632
4,1996-03-31,-0.04
4,1996-04-30,-0.002604
4,1996-05-31,0.006789
4,1996-06-30,-0.028571
4,1996-07-31,-0.008021
4,1996-08-31,0.001617
4,1996-09-30,0.021563
4,1996-10-31,-0.060686
4,1996-11-30,0.052247
4,1996-12-31,-0.029412
4,1997-01-31,0.002755
4,1997-02-28,-0.047802
4,1997-03-31,0.092486
4,1997-04-30,0.132275
4,1997-05-31,-0.059206
4,1997-06-30,-0.038557
4,1997-07-31,0.112549
4,1997-08-31,-0.118233
4,1997-09-30,0.006605
4,1997-10-31,-0.059055
4,1997-11-30,0.084128
4,1997-12-31,-0.015464
4,1998-01-31,-0.013089
4,1998-02-28,0.159576
4,1998-03-31,0.099656
4,1998-04-30,0.03125
4,1998-05-31,0.062061
4,1998-06-30,0.051429
4,1998-07-31,-0.031703
4,1998-08-31,-0.154874
4,1998-09-30,0.058758
4,1998-10-31,0.12356
4,1998-11-30,0.046076
4,1998-12-31,0.096343
4,1999-01-31,0.026037
4,1999-02-28,0.078509
4,1999-03-31,0.067324
4,1999-04-30,-0.064828
4,1999-05-31,-0.090295
4,1999-06-30,0.068182
4,1999-07-31,0.013678
4,1999-08-31,-0.006327
4,1999-09-30,0.045317
4,1999-10-31,-0.046243
4,1999-11-30,0.095127
4,1999-12-31,-0.106648
4,2000-01-31,-0.072868
4,2000-02-29,-0.153846
4,2000-03-31,0.181818
4,2000-04-30,0.018395
4,2000-05-31,-0.059113
4,2000-06-30,-0.080279
4,2000-07-31,-0.043643
4,2000-08-31,-0.051587
4,2000-09-30,0.01046
4,2000-10-31,0.026915
4,2000-11-30,0.035161
4,2000-12-31,0.066667
4,2001-01-31,-0.136765
4,2001-02-28,0.001704
4,2001-03-31,-0.096939
4,2001-04-30,0.035782
4,2001-05-31,0.101091
4,2001-06-30,-0.106341
4,2001-07-31,0.076866
4,2001-08-31,0.030542
4,2001-09-30,-0.096237
4,2001-10-31,-0.039425
4,2001-11-30,0.038166
4,2001-12-31,-0.013785
4,2002-01-31,0.026823
4,2002-02-28,-0.039735
4,2002-03-31,0.063218
4,2002-04-30,0.023423
4,2002-05-31,0.054225
4,2002-06-30,-0.049766
4,2002-07-31,-0.130053
4,2002-08-31,-0.04
4,2002-09-30,-0.256734
4,2002-10-31,0.025481
4,2002-11-30,0.034511
4,2002-12-31,-0.130811
4,2003-01-31,-0.114428
4,2003-02-28,-0.044242
4,2003-03-31,0.062454
4,2003-04-30,0.182573
4,2003-05-31,0.095322
4,2003-06-30,0.17779
4,2003-07-31,0.043064
4,2003-08-31,-0.025641
4,2003-09-30,0.049955
4,2003-10-31,0.062022
4,2003-11-30,0.0412
4,2003-12-31,-0.031213
4,2004-01-31,0.036649
4,2004-02-29,0.099456
4,2004-03-31,0.009541
4,2004-04-30,-0.046902
4,2004-05-31,-0.030481
4,2004-06-30,-0.015152
4,2004-07-31,0.057692
4,2004-08-31,-0.017455
4,2004-09-30,0.03738
4,2004-10-31,0.039957
4,2004-11-30,0.073413
4,2004-12-31,0.042941
4,2005-01-31,0.010293
4,2005-02-28,0.021303
4,2005-03-31,-0.058646
4,2005-04-30,-0.058767
4,2005-05-31,0.055612
4,2005-06-30,-0.103103
4,2005-07-31,0.123243
4,2005-08-31,0.041065
4,2005-09-30,0.032049
4,2005-10-31,-0.056435
4,2005-11-30,0.092405
4,2005-12-31,-0.00384
4,2006-01-31,0.038256
4,2006-02-28,-0.002856
4,2006-03-31,-0.015755
4,2006-04-30,0.006112
4,2006-05-31,-0.040498
4,2006-06-30,0.012964
4,2006-07-31,0.053274
4,2006-08-31,0.014411
4,2006-09-30,0.089694
4,2006-10-31,0.07475
4,2006-11-30,0.025048
4,2006-12-31,0.056231
4,2007-01-31,0.000451
4,2007-02-28,-0.014882
4,2007-03-31,0.031128
4,2007-04-30,0.071698
4,2007-05-31,0.047017
4,2007-06-30,0.004154
4,2007-07-31,-0.056935
4,2007-08-31,0.028828
4,2007-09-30,0.10599
4,2007-10-31,0.096932
4,2007-11-30,0.003684
4,2007-12-31,0.007525
4,2008-01-31,-0.090477
4,2008-02-29,0.016891
4,2008-03-31,0.030678
4,2008-04-30,0.068316
4,2008-05-31,-0.004364
4,2008-06-30,-0.045937
4,2008-07-31,0.063501
4,2008-08-31,0.043235
4,2008-09-30,-0.004839
4,2008-10-31,-0.061102
4,2008-11-30,0.022786
4,2008-12-31,0.058553
4,2009-01-31,-0.067053
4,2009-02-28,-0.090831
4,2009-03-31,0.044402
4,2009-04-30,-0.023456
4,2009-05-31,0.106962
4,2009-06-30,-0.016952
4,2009-07-31,-0.042268
4,2009-08-31,0.030512
4,2009-09-30,0.014758
4,2009-10-31,0.026984
4,2009-11-30,0.088551
4,2009-12-31,-0.012806
4,2010-01-31,-0.00016
4,2010-02-28,0.031555
4,2010-03-31,0.044949
4,2010-04-30,0.058004
4,2010-05-31,-0.044907
4,2010-06-30,-0.014954
4,2010-07-31,0.0586
4,2010-08-31,0.055643
4,2010-09-30,0.019847
4,2010-10-31,0.043752
4,2010-11-30,0.014659
4,2010-12-31,-0.019668
4,2011-01-31,-0.040255
4,2011-02-28,0.035564
4,2011-03-31,0.005417
4,2011-04-30,0.029176
4,2011-05-31,0.049036
4,2011-06-30,0.034094
4,2011-07-31,0.025617
4,2011-08-31,0.052498
4,2011-09-30,-0.028647
4,2011-10-31,0.057276
4,2011-11-30,0.036295
4,2011-12-31,0.050356
4,2012-01-31,-0.012758
4,2012-02-29,0.009389
4,2012-03-31,-0.011886
4,2012-04-30,-0.006626
4,2012-05-31,-0.076039
4,2012-06-30,-0.009066
4,2012-07-31,0.009375
4,2012-08-31,0.009288
4,2012-09-30,0.025254
4,2012-10-31,-0.053951
4,2012-11-30,0.011636
4,2012-12-31,0.013442
4,2013-01-31,0.080263
4,2013-02-28,0.014482
4,2013-03-31,0.03952
4,2013-04-30,0.024576
4,2013-05-31,-0.046994
4,2013-06-30,0.025163
4,2013-07-31,-0.009293
4,2013-08-31,-0.030078
4,2013-09-30,0.019606
4,2013-10-31,0.003222
4,2013-11-30,0.017199
4,2013-12-31,-0.003492
4,2014-01-31,-0.029475
4,2014-02-28,0.019008
4,2014-03-31,0.030268
4,2014-04-30,0.034173
4,2014-05-31,0.008483
4,2014-06-30,-0.006803
4,2014-07-31,-0.061346
4,2014-08-31,-0.000317
4,2014-09-30,0.01163
4,2014-10-31,-0.011391
4,2014-11-30,0.041929
4,2014-12-31,-0.032125
4,2015-01-31,-0.013447
4,2015-02-28,0.079078
4,2015-03-31,-0.014762
4,2015-04-30,-0.009134
4,2015-05-31,0.002382
4,2015-06-30,-0.008965
4,2015-07-31,0.050384
4,2015-08-31,-0.039956
4,2015-09-30,0.03694
4,2015-10-31,0.139247
4,2015-11-30,0.024944
4,2015-12-31,0.034863
4,2016-01-31,0.04774
4,2016-02-29,-0.046049
4,2016-03-31,0.072446
4,2016-04-30,0.006445
4,2016-05-31,-0.035023
4,2016-06-30,-0.0068
4,2016-07-31,-0.022353
4,2016-08-31,-0.00935
4,2016-09-30,-0.002594
4,2016-10-31,-0.024185
4,2016-11-30,0.067869
4,2016-12-31,0.020542
4,2017-01-31,0.006983
4,2017-02-28,0.049115
4,2017-03-31,0.015354
4,2017-04-30,0.079623
4,2017-05-31,0.078325
4,2017-06-30,0.021274
4,2017-07-31,0.012928
4,2017-08-31,0.037192
4,2017-09-30,-0.020566
4,2017-10-31,0.065292
4,2017-11-30,0.036367
4,2017-12-31,0.000872
4,2018-01-31,-0.005694
4,2018-02-28,-0.072397
4,2018-03-31,-0.008622
4,2018-04-30,0.070725
4,2018-05-31,-0.044374
4,2018-06-30,-0.014437
4,2018-07-31,0.005425
4,2018-08-31,0.036181
4,2018-09-30,0.03119
4,2018-10-31,0.057445
4,2018-11-30,0.072188
4,2018-12-31,-0.058034
4,2019-01-31,0.006814
4,2019-02-28,0.034791
4,2019-03-31,0.032963
4,2019-04-30,0.04039
4,2019-05-31,0.009414
4,2019-06-30,0.04736
4,2019-07-31,0.014736
4,2019-08-31,0.039911
4,2019-09-30,-0.014956
4,2019-10-31,-0.083881
4,2019-11-30,-0.004931
4,2019-12-31,0.016094
4,2020-01-31,0.082789
4,2020-02-29,-0.086694
4,2020-03-31,-0.148427
4,2020-04-30,0.134321
4,2020-05-31,5.3e-05
4,2020-06-30,-0.009929
4,2020-07-31,0.053179
4,2020-08-31,0.105466
4,2020-09-30,0.02796
4,2020-10-31,-0.029569
4,2020-11-30,0.026901
4,2020-12-31,-0.013153
4,2021-01-31,-0.03141
4,2021-02-28,-0.001973
4,2021-03-31,0.087319
4,2021-04-30,0.05327
4,2021-05-31,-0.003812
4,2021-06-30,-0.012399
4,2021-07-31,0.050738
4,2021-08-31,-0.016316
4,2021-09-30,0.015371
4,2021-10-31,0.018415
4,2021-11-30,0.001751
4,2021-12-31,0.095953
5,1991-12-31,0.020092
5,1992-01-31,0.317647
5,1992-02-29,0.200893
5,1992-03-31,-0.0171
5,1992-04-30,0.072519
5,1992-05-31,0.039146
5,1992-06-30,0.025342
5,1992-07-31,-0.060606
5,1992-08-31,-0.0681
5,1992-09-30,0.013077
5,1992-10-31,0.05364
5,1992-11-30,0.090909
5,1992-12-31,0.038
5,1993-01-31,0.05178
5,1993-02-28,-0.003077
5,1993-03-31,0.005062
5,1993-04-30,-0.052632
5,1993-05-31,0.003268
5,1993-06-30,0.073746
5,1993-07-31,0.009174
5,1993-08-31,-0.015152
5,1993-09-30,0.115815
5,1993-10-31,-0.108333
5,1993-11-30,-0.040498
5,1993-12-31,0.052078
5,1994-01-31,-0.015576
5,1994-02-28,-0.056962
5,1994-03-31,-0.013289
5,1994-04-30,-0.044674
5,1994-05-31,0.104317
5,1994-06-30,0.01316
5,1994-07-31,-0.003247
5,1994-08-31,0.009772
5,1994-09-30,-0.085419
5,1994-10-31,0.085714
5,1994-11-30,-0.042763
5,1994-12-31,-0.001649
5,1995-01-31,0.087108
5,1995-02-28,0.028846
5,1995-03-31,-0.048224
5,1995-04-30,0.10596
5,1995-05-31,0.10479
5,1995-06-30,0.02439
5,1995-07-31,0.103175
5,1995-08-31,0.128329
5,1995-09-30,0.045064
5,1995-10-31,-0.057495
5,1995-11-30,0.054945
5,1995-12-31,-0.020833
5,1996-01-31,0.148936
5,1996-02-29,0.06903
5,1996-03-31,-0.015707
5,1996-04-30,-0.013333
5,1996-05-31,0.014493
5,1996-06-30,0.008929
5,1996-07-31,-0.008
5,1996-08-31,0.070144
5,1996-09-30,0.077311
5,1996-10-31,0.077192
5,1996-11-30,0.102041
5,1996-12-31,-0.054233
5,1997-01-31,0.041231
5,1997-02-28,0.082432
5,1997-03-31,-0.062422
5,1997-04-30,-0.012037
5,1997-05-31,0.02578
5,1997-06-30,0.027116
5,1997-07-31,0.176381
5,1997-08-31,-0.020914
5,1997-09-30,0.06127
5,1997-10-31,-0.016462
5,1997-11-30,-0.057932
5,1997-12-31,0.006897
5,1998-01-31,-0.015457
5,1998-02-28,0.157434
5,1998-03-31,0.087154
5,1998-04-30,0.032678
5,1998-05-31,-0.018945
5,1998-06-30,0.110805
5,1998-07-31,0.006424
5,1998-08-31,-0.305785
5,1998-09-30,-0.178571
5,1998-10-31,0.325739
5,1998-11-30,0.116612
5,1998-12-31,0.119212
5,1999-01-31,0.088697
5,1999-02-28,0.034931
5,1999-03-31,0.021978
5,1999-04-30,0.018863
5,1999-05-31,-0.122727
5,1999-06-30,0.195164
5,1999-07-31,-0.104364
5,1999-08-31,0.085969
5,1999-09-30,-0.099328
5,1999-10-31,0.162985
5,1999-11-30,-0.108883
5,1999-12-31,-0.000804
5,2000-01-31,0.043894
5,2000-02-29,-0.013168
5,2000-03-31,0.094976
5,2000-04-30,-0.167254
5,2000-05-31,0.035529
5,2000-06-30,-0.074895
5,2000-07-31,0.085645
5,2000-08-31,0.124528
5,2000-09-30,-0.173378
5,2000-10-31,-0.007957
5,2000-11-30,-0.18956
5,2000-12-31,0.232203
5,2001-01-31,0.217277
5,2001-02-28,-0.151482
5,2001-03-31,-0.03772
5,2001-04-30,0.076169
5,2001-05-31,0.024385
5,2001-06-30,-0.092574
5,2001-07-31,-0.021525
5,2001-08-31,-0.090069
5,2001-09-30,-0.133249
5,2001-10-31,0.045388
5,2001-11-30,0.066742
5,2001-12-31,-0.03632
5,2002-01-31,-0.05392
5,2002-02-28,-0.140969
5,2002-03-31,0.218803
5,2002-04-30,-0.005891
5,2002-05-31,0.024217
5,2002-06-30,-0.056467
5,2002-07-31,-0.254127
5,2002-08-31,0.057692
5,2002-09-30,-0.280682
5,2002-10-31,0.110585
5,2002-11-30,0.213012
5,2002-12-31,-0.046484
5,2003-01-31,-0.013333
5,2003-02-28,-0.028278
5,2003-03-31,0.045414
5,2003-04-30,0.252214
5,2003-05-31,0.119591
5,2003-06-30,0.04017
5,2003-07-31,0.035401
5,2003-08-31,-0.02368
5,2003-09-30,0.003215
5,2003-10-31,0.055636
5,2003-11-30,-0.013928
5,2003-12-31,0.037571
5,2004-01-31,0.068064
5,2004-02-29,0.05477
5,2004-03-31,0.022672
5,2004-04-30,-0.09559
5,2004-05-31,-0.020213
5,2004-06-30,0.052389
5,2004-07-31,-0.028372
5,2004-08-31,0.060273
5,2004-09-30,0.00379
5,2004-10-31,-0.019884
5,2004-11-30,-0.024611
5,2004-12-31,0.036122
5,2005-01-31,-0.03435
5,2005-02-28,-0.020895
5,2005-03-31,-0.053352
5,2005-04-30,0.035549
5,2005-05-31,0.007326
5,2005-06-30,-0.012028
5,2005-07-31,0.00453
5,2005-08-31,-0.035572
5,2005-09-30,0.00118
5,2005-10-31,0.089301
5,2005-11-30,0.044511
5,2005-12-31,0.037647
5,2006-01-31,0.010078
5,2006-02-28,0.034969
5,2006-03-31,0.012154
5,2006-04-30,0.097983
5,2006-05-31,-0.060379
5,2006-06-30,-0.015009
5,2006-07-31,0.094286
5,2006-08-31,0.000877
5,2006-09-30,0.028471
5,2006-10-31,0.017462
5,2006-11-30,-0.024452
5,2006-12-31,0.043647
5,2007-01-31,0.061491
5,2007-02-28,-0.030238
5,2007-03-31,-0.020449
5,2007-04-30,0.083919
5,2007-05-31,-0.005182
5,2007-06-30,-0.065213
5,2007-07-31,-0.083798
5,2007-08-31,0.011588
5,2007-09-30,0.0292
5,2007-10-31,0.034046
5,2007-11-30,-0.029362
5,2007-12-31,-0.043183
5,2008-01-31,0.094616
5,2008-02-29,-0.142405
5,2008-03-31,0.056581
5,2008-04-30,0.118277
5,2008-05-31,-0.097587
5,2008-06-30,-0.202093
5,2008-07-31,0.195278
5,2008-08-31,-0.05267
5,2008-09-30,0.213302
5,2008-10-31,-0.108565
5,2008-11-30,-0.232485
5,2008-12-31,-0.004106
5,2009-01-31,-0.178877
5,2009-02-28,-0.104273
5,2009-03-31,0.163238
5,2009-04-30,0.243416
5,2009-05-31,0.118182
5,2009-06-30,-0.07561
5,2009-07-31,0.134565
5,2009-08-31,0.12445
5,2009-09-30,0.008283
5,2009-10-31,-0.045641
5,2009-11-30,0.017237
5,2009-12-31,-0.019299
5,2010-01-31,-0.064315
5,2010-02-28,0.077812
5,2010-03-31,0.066238
5,2010-04-30,-0.047374
5,2010-05-31,-0.070456
5,2010-06-30,-0.075038
5,2010-07-31,0.101612
5,2010-08-31,-0.097319
5,2010-09-30,0.046755
5,2010-10-31,-0.009984
5,2010-11-30,-0.006112
5,2010-12-31,0.134225
5,2011-01-31,0.060585
5,2011-02-28,0.038941
5,2011-03-31,-0.012637
5,2011-04-30,-0.004772
5,2011-05-31,-0.052378
5,2011-06-30,-0.053192
5,2011-07-31,-0.005862
5,2011-08-31,-0.071446
5,2011-09-30,-0.198083
5,2011-10-31,0.162351
5,2011-11-30,-0.109033
5,2011-12-31,0.07362
5,2012-01-31,0.129323
5,2012-02-29,0.052011
5,2012-03-31,0.171763
5,2012-04-30,-0.058721
5,2012-05-31,-0.228711
5,2012-06-30,0.077828
5,2012-07-31,0.015953
5,2012-08-31,0.031667
5,2012-09-30,0.08993
5,2012-10-31,0.037055
5,2012-11-30,-0.014395
5,2012-12-31,0.070329
5,2013-01-31,0.076893
5,2013-02-28,0.039745
5,2013-03-31,-0.029845
5,2013-04-30,0.03898
5,2013-05-31,0.113854
5,2013-06-30,-0.032973
5,2013-07-31,0.062891
5,2013-08-31,-0.093307
5,2013-09-30,0.022957
5,2013-10-31,0.00445
5,2013-11-30,0.110206
5,2013-12-31,0.02202
5,2014-01-31,-0.046854
5,2014-02-28,0.026373
5,2014-03-31,0.068462
5,2014-04-30,-0.071652
5,2014-05-31,-0.007324
5,2014-06-30,0.03689
5,2014-07-31,0.00781
5,2014-08-31,0.030865
5,2014-09-30,0.013288
5,2014-10-31,0.010624
5,2014-11-30,-0.005291
5,2014-12-31,0.040226
5,2015-01-31,-0.12464
5,2015-02-28,0.126885
5,2015-03-31,-0.011423
5,2015-04-30,0.050842
5,2015-05-31,0.039836
5,2015-06-30,0.0301
5,2015-07-31,0.017857
5,2015-08-31,-0.064643
5,2015-09-30,-0.04883
5,2015-10-31,0.061014
5,2015-11-30,0.037821
5,2015-12-31,-0.009748
5,2016-01-31,-0.092231
5,2016-02-29,-0.053782
5,2016-03-31,0.051865
5,2016-04-30,0.074637
5,2016-05-31,0.032753
5,2016-06-30,-0.047955
5,2016-07-31,0.037174
5,2016-08-31,0.055182
5,2016-09-30,-0.013482
5,2016-10-31,0.047304
5,2016-11-30,0.157522
5,2016-12-31,0.076338
5,2017-01-31,-0.013675
5,2017-02-28,0.070779
5,2017-03-31,-0.030678
5,2017-04-30,-0.003871
5,2017-05-31,-0.055747
5,2017-06-30,0.112599
5,2017-07-31,0.009847
5,2017-08-31,-0.009913
5,2017-09-30,0.050831
5,2017-10-31,0.059261
5,2017-11-30,0.038863
5,2017-12-31,0.023154
5,2018-01-31,0.086871
5,2018-02-28,-0.00147
5,2018-03-31,-0.047879
5,2018-04-30,-0.005729
5,2018-05-31,-0.016271
5,2018-06-30,-0.026259
5,2018-07-31,0.108541
5,2018-08-31,-0.003219
5,2018-09-30,-0.015186
5,2018-10-31,-0.026764
5,2018-11-30,0.019905
5,2018-12-31,-0.122043
5,2019-01-31,0.068429
5,2019-02-28,0.008309
5,2019-03-31,-0.029992
5,2019-04-30,0.154302
5,2019-05-31,-0.086945
5,2019-06-30,0.055115
5,2019-07-31,0.044723
5,2019-08-31,-0.052931
5,2019-09-30,0.071273
5,2019-10-31,0.06908
5,2019-11-30,0.054755
5,2019-12-31,0.057984
5,2020-01-31,-0.044046
5,2020-02-29,-0.122771
5,2020-03-31,-0.224615
5,2020-04-30,0.073642
5,2020-05-31,0.016186
5,2020-06-30,-0.033398
5,2020-07-31,0.036998
5,2020-08-31,0.036734
5,2020-09-30,-0.039126
5,2020-10-31,0.027735
5,2020-11-30,0.202366
5,2020-12-31,0.077961
5,2021-01-31,0.019674
5,2021-02-28,0.143779
5,2021-03-31,0.034382
5,2021-04-30,0.016291
5,2021-05-31,0.067811
5,2021-06-30,-0.052971
5,2021-07-31,-0.018388
5,2021-08-31,0.053828
5,2021-09-30,0.023382
5,2021-10-31,0.043986
5,2021-11-30,-0.065101
5,2021-12-31,-0.003022
